address,datePublished,domain,extracted_date,food_category,food_types,link,opinions,prices_range,rating,restaurant_name
"Michoacan 115, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:15:38,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4765811-Reviews-Barza-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,,2.0,Barza
"Calle Ometusco 1, Ciudad de México 06100 México",,www.tripadvisor.com.mx,2022-09-08 18:15:38,"Desayuno, Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23765351-Reviews-Ometusco-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,Mexicana,2.5,Ometusco
"Calle Alfonso Reyes 139 Esquina Tamaulipas, Ciudad de México 06100 México",,www.tripadvisor.com.mx,2022-09-08 18:15:39,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7737969-Reviews-TERRA_COMEDOR-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,Mexicana,1.0,TERRA COMEDOR
"Calle Palma Norte 414 Locales 3 y 4, Entre Donceles Y República De Cuba, col. Centro, Ciudad de México 06000 México",,www.tripadvisor.com.mx,2022-09-08 18:15:39,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13847850-Reviews-Restaurante_La_Barracuda-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,Mexicana,3.0,Restaurante La Barracuda
"Paseo de Los Arquitectos Lomas de Santa Fe, Ciudad de México 01219 México",,www.tripadvisor.com.mx,2022-09-08 18:15:39,"Francesa, Café","Desayuno, Almuerzo, Cena, Brunch, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13866699-Reviews-B41_La_Mexicana-Mexico_City_Central_Mexico_and_Gulf_Coast.html,12,$200 - $400,3.0,B41 La Mexicana
"Avenida Coyoacan # 119 Colonia del Valle Norte, Ciudad de México 03103 México",,www.tripadvisor.com.mx,2022-09-08 18:15:40,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13170235-Reviews-Taco_Game-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,Comida rápida,3.0,Taco Game
"Avenida Insurgentes Norte 1812 Delegación Gustavo A.Madero, Ciudad de México 07300 México",,www.tripadvisor.com.mx,2022-09-08 18:15:40,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d14119908-Reviews-Beer_Factory_Lindavista-Mexico_City_Central_Mexico_and_Gulf_Coast.html,11,"Asiento, Servicio de mesa",3.0,Beer Factory Lindavista
"Calle Dante 37 Col. Anzures, Ciudad de México 11590 México",,www.tripadvisor.com.mx,2022-09-08 18:15:40,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7891885-Reviews-Restaurante_Bar_Las_Carolinas_SA_de_CV-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,Mexicana,2.5,Restaurante Bar Las Carolinas SA de CV
"Avenida Universidad 740 Santa Cruz Atoyac, Ciudad de México 03310 México",,www.tripadvisor.com.mx,2022-09-08 18:15:40,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12316735-Reviews-Italiannis-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,"Desayuno, Almuerzo, Cena",2.5,Italiannis
"Campestre Churubusco, Coyoacan Avenida Calzada de Taxquena 1500, Ciudad de México 04200 México",,www.tripadvisor.com.mx,2022-09-08 18:15:41,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d20351119-Reviews-Chilaquil_Relleno-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,Mexicana,2.5,Chilaquil Relleno
"Paseo de la Reforma 1 Col. Tabacalera, Ciudad de México 06030 México",,www.tripadvisor.com.mx,2022-09-08 18:15:41,Italiana,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19940596-Reviews-La_Fontana_Ristorante-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,$350 - $400,2.0,La Fontana Ristorante
"Calle Tokio 52 Cuauhtemoc, Colonia Juarez, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 18:15:41,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d9742721-Reviews-Mezcaleria_Mexico-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,"Bar, Café, Pub",2.5,Mezcalería México
"Calz de Guadalupe 431 Plaza Tepeyac, Ciudad de México 07840 México",,www.tripadvisor.com.mx,2022-09-08 18:15:42,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17690505-Reviews-Chili_s-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,Internacional,2.5,Chili's
"Av. Revolución 107, Tacubaya, Ciudad de México 11870 México",,www.tripadvisor.com.mx,2022-09-08 18:15:42,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15696827-Reviews-Wing_Stop_Revolucion-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,"Almuerzo, Cena",2.5,Wing Stop Revolucion
"Avenida Insurgentes sur 618, Ciudad de México 03103 México",,www.tripadvisor.com.mx,2022-09-08 18:15:42,Apto para vegetarianos,"Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d6156628-Reviews-Brazuca_Insurgentes-Mexico_City_Central_Mexico_and_Gulf_Coast.html,20,"Brasilera, Sudamericana",3.0,Brazuca Insurgentes
"Avenida Xola # 1308, Ciudad de México 03020 México",,www.tripadvisor.com.mx,2022-09-08 18:15:43,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11693249-Reviews-El_Nuevo_Eden-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,"Bar, Pub",2.5,El Nuevo Eden
"Av. Cuauhtémoc No. 330 Dentro de Centro Médico Siglo XXI, Ciudad de México 06720 México",,www.tripadvisor.com.mx,2022-09-08 18:15:43,"Desayuno, Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11703249-Reviews-Wings-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,"Mexicana, Café, Fuente de soda",3.0,Wings
"Calle Mexicali 85 Condesa, Ciudad de México 06100 México",,www.tripadvisor.com.mx,2022-09-08 18:15:43,Asiento,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d6785317-Reviews-Black_Horse-Mexico_City_Central_Mexico_and_Gulf_Coast.html,15,"Cervecería, Británica, Gastropub",2.5,Black Horse
"Paseo de la Reforma 2654 Lomas Altas, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:15:44,Reservaciones,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4192055-Reviews-Bendito-Mexico_City_Central_Mexico_and_Gulf_Coast.html,8,Saludable,2.5,Bendito
"Eje Vial Eje 1 Poniente (Avenida Cuauhtemoc) 242, Ciudad de México 06720 México",,www.tripadvisor.com.mx,2022-09-08 18:15:44,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10383351-Reviews-Sanborns_Cuauhtemoc-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,Mexicana,2.5,Sanborns - Cuauhtémoc
"Av. Revolucion 107 local 4 Col. Tacubaya, Ciudad de México 01180 México",,www.tripadvisor.com.mx,2022-09-08 18:15:44,"Comida para llevar, Asiento, Acepta tarjetas de crédito, Servicio de mesa, Reservaciones",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12153712-Reviews-Incantatum-Mexico_City_Central_Mexico_and_Gulf_Coast.html,51,"Bar, Pub, Fuente de soda",3.0,Incantatum
"Avenida Ejercito Nacional Mexicano 843 Granada, Miguel Hidalgo, Ciudad de México 11520 México",,www.tripadvisor.com.mx,2022-09-08 18:15:44,"China, Estadounidense, Comida rápida","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d20975857-Reviews-Panda_Express_Antara-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,$50 - $150,2.0,Panda Express Antara
"Plaza Dakota 95, Local FC-06, Ciudad de México 03810 México",,www.tripadvisor.com.mx,2022-09-08 18:15:45,"Mexicana, Comida rápida",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8470491-Reviews-Las_Fabulosas_Papas_WTC-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,$50 - $120,2.0,Las Fabulosas Papas WTC
"Rio Churubusco 58 Local, R-01, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:15:45,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12501159-Reviews-Italianni_s_Portal_Churubusco-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,Italiana,3.0,Italianni's Portal Churubusco
"Avenida Insurgentes sur 1748 Local A2, Ciudad de México 01030 México",,www.tripadvisor.com.mx,2022-09-08 18:15:45,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10212249-Reviews-Meliora_Restaurante-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,"Italiana, Francesa, Mariscos, Internacional",2.5,Meliora Restaurante
"Sadi Carnot 121, San Rafael, Ciudad de México 06470 México",,www.tripadvisor.com.mx,2022-09-08 18:15:46,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13812318-Reviews-Vips_Sullivan-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,"Desayuno, Almuerzo, Cena",2.5,Vips Sullivan
"Av. Coyoacán 151, Ciudad de México 03103 México",,www.tripadvisor.com.mx,2022-09-08 18:15:46,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19932502-Reviews-Bar_antonio_la_casa_del_tequila-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,,2.5,Bar antonio la casa del tequila
"Av. Ejército Nacional #769, col. Ampliación Granada, Miguel Hidalgo, Ciudad de México 11520 México",,www.tripadvisor.com.mx,2022-09-08 18:15:46,"Saludable, Francesa, Belga, Café, Europea","Apto para vegetarianos, Opciones veganas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10660657-Reviews-Le_Pain_Quotidien-Mexico_City_Central_Mexico_and_Gulf_Coast.html,40,$100 - $300,3.0,Le Pain Quotidien
"Calle Parroquia 201 Benito Juárez, Del Valle, Ciudad de México 03230 México",,www.tripadvisor.com.mx,2022-09-08 18:15:47,Cena,"Servicio de mesa, Reservaciones, Asiento",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13124198-Reviews-El_Indio_Taquero-Mexico_City_Central_Mexico_and_Gulf_Coast.html,11,"Mexicana, Latina, Española",3.0,El Indio Taquero
"Calle Antonio Dovali Jaime 70, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:15:47,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11700051-Reviews-Izzlita_by_Barezzito-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,"Mexicana, Bar, Mariscos, Pub",2.5,Izzlita by Barezzito
"St. Río Danubio #63 Alcaldía Cuauhtémoc, CDMX., Ciudad de México 06500 México",,www.tripadvisor.com.mx,2022-09-08 18:15:47,"Comida para llevar, Asientos al aire libre, Acepta tarjetas de crédito, Apto para perros",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19834484-Reviews-Pan_tastica-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,$10 - $100,2.5,Pan-tástica
"Avenida Veracruz 38, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:15:47,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23723979-Reviews-Hugo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,,2.0,Hugo
"Calle Boulevard Puerto Aereo # 486, Ciudad de México 15530 México",,www.tripadvisor.com.mx,2022-09-08 18:15:48,"Italiana, Mexicana, Café",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13773310-Reviews-Wings_Boulevard-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,$30 - $300,2.5,Wings Boulevard
"AV Acoxpa 430 Col. EX Hacienda Coapa, Tlalpan, Ciudad de México 14300 México",,www.tripadvisor.com.mx,2022-09-08 18:15:48,Francesa,"Desayuno, Almuerzo, Cena, Brunch, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17434788-Reviews-La_Crepe_Parisienne_Acoxpa-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,$70 - $250,2.0,La Crepe Parisienne Acoxpa
"Calle Felipe Carrillo Puerto 38 Villa Coyoacan, Ciudad de México 04000 México",,www.tripadvisor.com.mx,2022-09-08 18:15:48,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7261885-Reviews-El_Graffito-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,"Bar, Pub",1.0,El Graffito
"Circunvalación Poniente 189, Vista del Valle, Ciudad de México 53296 México",,www.tripadvisor.com.mx,2022-09-08 18:15:49,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23546709-Reviews-Chowa_Vista_del_Valle-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,"Japonesa, Sushi",2.0,Chowa Vista del Valle
"Avenida Lorenzo Boturini # 635 Col. Jardin Balbuena, Ciudad de México 15900 México",,www.tripadvisor.com.mx,2022-09-08 18:15:49,Brasilera,"Comida para llevar, Asiento, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8712502-Reviews-Espadas_Brasilenas_de_Boturini-Mexico_City_Central_Mexico_and_Gulf_Coast.html,22,$110 - $169,3.0,Espadas Brasileñas de Boturini
"Eje Vial Eje 1 Norte (Mosqueta) # 259, Ciudad de México 06350 México",,www.tripadvisor.com.mx,2022-09-08 18:15:49,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7147595-Reviews-Shakey_s_Mexico-Mexico_City_Central_Mexico_and_Gulf_Coast.html,8,"Pizzería, Mexicana, Estadounidense",2.5,Shakey's Mexico
"Av. de la Paz #57, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:15:50,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4765619-Reviews-Mandarin_House-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,China,3.0,Mandarin House
"Avenida Clavería 134 En La Rotonda (glorieta), Ciudad de México 02080 México",,www.tripadvisor.com.mx,2022-09-08 18:15:50,"Mexicana, Café","Desayuno, Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d21399203-Reviews-Restaurante_Ocho_Regiones-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,$50 - $200,2.0,Restaurante Ocho Regiones
"Calle Rabaul 434 Sindicato Mexicano de Electricistas,, Ciudad de México 02060 México",,www.tripadvisor.com.mx,2022-09-08 18:15:50,"Mexicana, Internacional","Desayuno, Almuerzo, Cena, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d18718762-Reviews-Sabor_Provincia-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,$60 - $200,2.0,Sabor Provincia
"Avenida Mazatlan 48 Condesa, Ciudad de México 06140 México",,www.tripadvisor.com.mx,2022-09-08 18:15:51,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13202248-Reviews-El_Kioskito-Mexico_City_Central_Mexico_and_Gulf_Coast.html,9,Mexicana,3.0,El Kioskito
"Eje Vial Eje 1 Poniente (Avenida Cuauhtemoc) Local a 799, Ciudad de México 03020 México",,www.tripadvisor.com.mx,2022-09-08 18:15:51,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11742475-Reviews-Flautas_Vertiz-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,"Almuerzo, Cena",3.0,Flautas Vertiz
"Paseo De La Reforma 509, Col. Cuauhtémoc Piso 56, Ciudad de México 06500 México",,www.tripadvisor.com.mx,2022-09-08 18:15:52,"Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23685711-Reviews-Ling_Ling_By_Hakkasan-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,"Asiática, Fusión, De Asia central, Fusión japonesa",2.5,Ling Ling By Hakkasan
"Avenida Moliere # 237 Tercera Sección de Polanco, Ciudad de México 11540 México",,www.tripadvisor.com.mx,2022-09-08 18:15:52,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15639574-Reviews-La_BTK-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,"Almuerzo, Cena",3.0,La BTK
"Avenida Puente de Alvarado 51 Buenavista, Ciudad de México 06350 México",,www.tripadvisor.com.mx,2022-09-08 18:15:52,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d14918262-Reviews-Casa_de_Los_Abuelos-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,,3.0,Casa de Los Abuelos
"Av Ferrocarril de Rio Frio Mz 16 Lt6, Ciudad de México 08510 México",,www.tripadvisor.com.mx,2022-09-08 18:15:53,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15060192-Reviews-El_Pollito_de_Iztacalco-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,Mexicana,3.0,El Pollito de Iztacalco
"Mariano Escobedo 353, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:15:53,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8624674-Reviews-Ling_Nan-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,,2.5,Ling Nan
"Avenida Miguel Angel de Quevedo No. 560 Colonia Santa Catarina, Ciudad de México 01050 México",,www.tripadvisor.com.mx,2022-09-08 18:15:53,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d14128700-Reviews-Cafe_Jarocho_Miguel_Angel_de_Quevedo_560-Mexico_City_Central_Mexico_and_Gulf_Coa.html,3,"Desayuno, Almuerzo, Cena",2.5,Cafe Jarocho Miguel Angel de Quevedo 560
"Calzada de Tlalpan No. 4934 B Col. La Joya, Ciudad de México 14090 México",,www.tripadvisor.com.mx,2022-09-08 18:15:54,"Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d5308821-Reviews-Muelle_49-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,Mariscos,1.0,Muelle 49
"Periferico Sur # 3720, Jardines Del Pedregal, Ciudad de México 01900 México",,www.tripadvisor.com.mx,2022-09-08 18:15:54,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23546921-Reviews-La_No_20_Cantina-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,"Mexicana, Cervecería, Bar, Pub",2.5,La No 20 Cantina
"Carretera Picacho Ajusco 730 Col. Jardines Del Ajusco. Deleg. Tlalpan, Ciudad de México 14200 México",,www.tripadvisor.com.mx,2022-09-08 18:15:54,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8069741-Reviews-Label_Cafe_y_Restaurante-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,"Mexicana, Café, Internacional",2.5,Label Café y Restaurante
"Boulevard Manuel Ávila Camacho # 2610 Dentro del Hotel Fiesta Americana, Ciudad de México 54040 México",,www.tripadvisor.com.mx,2022-09-08 18:15:55,"Mexicana, Internacional","Desayuno, Almuerzo, Cena, Brunch, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17788629-Reviews-Mapani-Mexico_City_Central_Mexico_and_Gulf_Coast.html,1,$100 - $301,2.0,Mapani
"Santa Fe Parque La Mexicana, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:15:55,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d16748031-Reviews-Porco_Rosso_mexicana-Mexico_City_Central_Mexico_and_Gulf_Coast.html,11,"Asiento, Reservaciones, Servicio de mesa",3.0,Porco Rosso mexicana
"Avenida Emilio Castelar 149 Polanco, Ciudad de México 11540 México",,www.tripadvisor.com.mx,2022-09-08 18:15:55,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12840286-Reviews-Los_Canarios-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,"Mexicana, Mariscos, Sopas",2.5,Los Canarios
"Avenida Alvaro Obregon 160 Roma Norte, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:15:56,"Pizzería, Pub, Bar de vinos, Gastropub",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11437048-Reviews-Pan_Y_Circo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,$60 - $160,2.5,Pan Y Circo
"Avenida Homero 607 Polanco, Miguel Hidalgo, Ciudad de México 11550 México",,www.tripadvisor.com.mx,2022-09-08 18:15:56,Almuerzo,"Entrega a domicilio, Comida para llevar, Asiento",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7762172-Reviews-Juanjo_s_Kebab-Mexico_City_Central_Mexico_and_Gulf_Coast.html,26,"Del Medio Oriente, Comida rápida",3.0,Juanjo's Kebab
"Avenida Santa Fe 428, Ciudad de México 05500 México",,www.tripadvisor.com.mx,2022-09-08 18:15:56,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15693081-Reviews-Le_Pain_Quotidien-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,"Desayuno, Almuerzo, Cena",2.5,Le Pain Quotidien
"Eje Central Lázaro Cárdenas 282, Guerrero Plaza de las tres culturas, Ciudad de México 06300 México",,www.tripadvisor.com.mx,2022-09-08 18:15:57,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13195738-Reviews-Pastelerias_Esperanza_Tlatelolco-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,,2.5,Pastelerias Esperanza Tlatelolco
"Avenida Filomeno Mata 18 Local Jk, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:15:57,Brunch,"Asiento, Servicio de mesa, Comida para llevar",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10056600-Reviews-Salon_Corona-Mexico_City_Central_Mexico_and_Gulf_Coast.html,28,"Mexicana, Comida rápida",3.0,Salon Corona
"Calle Durango No. 33, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:15:57,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7217105-Reviews-Gino_s_Ristorante_Clinica_Londres-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,Italiana,1.5,Gino´s Ristorante Clínica Londres
"Av. Universidad 1874, Col. Oxtopulco, Ciudad de México 04310 México",,www.tripadvisor.com.mx,2022-09-08 18:15:58,Mexicana,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d14794030-Reviews-Potzollcalli_Universidad-Mexico_City_Central_Mexico_and_Gulf_Coast.html,2,$100 - $200,2.0,Potzollcalli Universidad
"Río Tigris 148, Cuauhtémoc, Ciudad de México 06500 México",,www.tripadvisor.com.mx,2022-09-08 18:15:58,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23311571-Reviews-Mr_Blanco-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,"Estadounidense, Parrillada",2.5,Mr Blanco
"Aguascalientes 214, Ciudad de México 06100 México",,www.tripadvisor.com.mx,2022-09-08 18:15:58,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17165320-Reviews-Cafe_Toscano-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,,2.5,Café Toscano
