address,datePublished,domain,extracted_date,food_category,food_types,link,opinions,prices_range,rating,restaurant_name
"Calle Articulo 123 Numero 122 Colonia Centro, Ciudad de México 06000 México",,www.tripadvisor.com.mx,2022-09-08 18:00:48,"Mexicana, Cervecería, Café, Contemporánea, Pub, Saludable",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15843686-Reviews-La_Paisana-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,$65 - $150,5.0,La Paisana
"Calle Versalles 57/B Colonia Juarez, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 18:00:48,Italiana,"Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3725171-Reviews-Cocoliche-Mexico_City_Central_Mexico_and_Gulf_Coast.html,16,$201 - $502,4.0,Cocoliche
"Calz Taxqueña 1469, Ciudad de México 04200 México",,www.tripadvisor.com.mx,2022-09-08 18:00:49,"Desayuno, Cena","Servicio de mesa, Asiento, Acceso para silla de ruedas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12685532-Reviews-El_Gran_Rabano-Mexico_City_Central_Mexico_and_Gulf_Coast.html,14,Mexicana,3.5,El Gran Rabano
"Calle Varsovia 13, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 18:00:49,"Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d16734724-Reviews-Surasang-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,"Asiática, Coreana",4.5,Surasang
"Calle Leibnitz 67 Atraz Del Hotel Camino Real, Ciudad de México 11590 México",,www.tripadvisor.com.mx,2022-09-08 18:00:49,Mexicana,Reservaciones,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8440294-Reviews-Casa_Loredo-Mexico_City_Central_Mexico_and_Gulf_Coast.html,10,$300 - $450,4.5,Casa Loredo
"Avenida Alvaro Obregon 233 Centro Colonia Roma Esquina Medellin, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:00:50,Reservaciones,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8870716-Reviews-Boba_Fusion-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,"Desayuno, Almuerzo, Cena",5.0,Boba Fusion
"Chihuahua 113 Entre Álvaro Obregón Y Chihuahua, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:00:50,"Caribeña, Latina, Café, Venezolana, Sudamericana","Desayuno, Almuerzo, Cena, Brunch",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23756202-Reviews-Orale_Arepa-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,$140 - $365,5.0,Orale Arepa Roma Norte
"Avenida Insurgentes sur # 601, Ciudad de México 03810 México",,www.tripadvisor.com.mx,2022-09-08 18:00:50,"Mexicana, Parrillada, Fusión, Bar, Pub, Bar de vinos","Almuerzo, Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19185259-Reviews-Fusion_Del_Norte-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,$20 - $40,5.0,Fusión Del Norte
"Calle Durango 261-A, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:00:51,"Cena, Brunch, Desayuno, Almuerzo","Asiento, Acceso para silla de ruedas, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7991698-Reviews-Vips-Mexico_City_Central_Mexico_and_Gulf_Coast.html,23,Mexicana,3.5,Vips
"Calle Seneca 349, Ciudad de México 11530 México",,www.tripadvisor.com.mx,2022-09-08 18:00:51,"Mexicana, Pub","Desayuno, Almuerzo, Cena, Abierto hasta tarde",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1978198-Reviews-Papa_Bill_s_Saloon_Polanco-Mexico_City_Central_Mexico_and_Gulf_Coast.html,59,$402 - $603,3.5,Papa Bill's Saloon - Polanco
"Liverpool 185 Avenida Chapultepec, 3 blocks from each Insurgentes and Sevilla Metro stops, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:00:52,Reservaciones,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8490185-Reviews-Mapo_Galbi-Mexico_City_Central_Mexico_and_Gulf_Coast.html,10,"Asiática, Coreana",4.0,Mapo Galbi
"Calle Vicente Suarez 42 Col. Condesa, Ciudad de México 06140 México",,www.tripadvisor.com.mx,2022-09-08 18:00:52,"Almuerzo, Cena, Abierto hasta tarde, Bebidas","Acceso para silla de ruedas, Televisión, Sirve alcohol, Bar completo, Wi-Fi gratis, Acepta tarjetas de crédito",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8594634-Reviews-Cantina_El_Centenario-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,"Mexicana, Española",4.5,Cantina El Centenario
"Chilpancingo 46 Esquina Aguascalientes, Ciudad de México 06100 México",,www.tripadvisor.com.mx,2022-09-08 18:00:52,Pizzería,"Cena, Abierto hasta tarde, Almuerzo",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8697457-Reviews-GastroCava-Mexico_City_Central_Mexico_and_Gulf_Coast.html,9,$90 - $250,4.5,GastroCava
"Calle Romero de Terreros 621, Ciudad de México 03103 México",,www.tripadvisor.com.mx,2022-09-08 18:00:52,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17451314-Reviews-Marisqueria_Playa_Escondida-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,,5.0,Marisquería Playa Escondida
"Augusto Rodin 407, Mixcoac esquina Empresa, Ciudad de México 03920 México",,www.tripadvisor.com.mx,2022-09-08 18:00:53,Asiento,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10524730-Reviews-Tortas_El_Capricho-Mexico_City_Central_Mexico_and_Gulf_Coast.html,16,"Mexicana, Comida rápida",4.0,Tortas El Capricho
"Centro Comercial Santa Fe Local 721, Segundo Nivel, Av. Vasco de Quiroga 3800, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:00:53,"Almuerzo, Cena","Asiento, Acceso para silla de ruedas, Comida para llevar",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4867344-Reviews-Subway-Mexico_City_Central_Mexico_and_Gulf_Coast.html,18,Comida rápida,3.5,Subway
"Republica de Chile # 62 Int. 202, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:00:53,"Almuerzo, Cena",Reservaciones,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d6610736-Reviews-El_Comedor-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,Mexicana,4.5,El Comedor
"Calle Avenida Puerto Mazatlan 138, Ciudad de México 01430 México",,www.tripadvisor.com.mx,2022-09-08 18:00:54,Española,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12494547-Reviews-Picabira-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,$100 - $350,5.0,Picabira
"Avenida 16 De Septiembre No.26 frente a Plaza Azcapotzalco, Ciudad de México 02000 México",,www.tripadvisor.com.mx,2022-09-08 18:00:54,"Churrasquería, Internacional, Parrilla, Sudamericana","Cena, Bebidas, Almuerzo, Brunch",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7215658-Reviews-Punta_Carretas_Parrilla_Uruguaya-Mexico_City_Central_Mexico_and_Gulf_Coast.html,11,$100 - $450,4.0,Punta Carretas Parrilla Uruguaya
"Calle Culiacan 51 Colonia Condesa, Ciudad de México 06100 México",,www.tripadvisor.com.mx,2022-09-08 18:00:54,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8279295-Reviews-Muelle_51-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,Mariscos,4.5,Muelle 51
"Calle Tamaulipas 30, Ciudad de México 16100 México",,www.tripadvisor.com.mx,2022-09-08 18:00:55,"Asiento, Servicio de mesa, Reservaciones",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7215850-Reviews-Niuyorquina-Mexico_City_Central_Mexico_and_Gulf_Coast.html,24,"Bar, Pub, Estadounidense",4.0,Niuyorquina
"Queretaro 225, Roma Local R5, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:00:55,"Mexicana, Argentina, Sudamericana, Española","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12077995-Reviews-Cigar_Point-Mexico_City_Central_Mexico_and_Gulf_Coast.html,9,$100 - $500,4.0,Cigar Point
"Calzada de Guadalupe # 739-2 Gustavo A. Madero Aragón La Villa, Ciudad de México 07050 México",,www.tripadvisor.com.mx,2022-09-08 18:00:55,"Desayuno, Almuerzo, Cena","Comida para llevar, Asiento, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d9834586-Reviews-Restaurante_Zenon-Mexico_City_Central_Mexico_and_Gulf_Coast.html,22,"Mexicana, Café, Comida rápida",3.5,Restaurante Zenón
"Eje Vial Eje 3 Poniente (Avenida Medellin) 194, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:00:56,"Almuerzo, Cena",Reservaciones,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7724724-Reviews-Shrimp_Market-Mexico_City_Central_Mexico_and_Gulf_Coast.html,10,Mariscos,4.5,Shrimp Market
"Heroe Rev. Ferrocarileros No. 6 Col. Buenavista Mexico, Ciudad de México 06357 México",,www.tripadvisor.com.mx,2022-09-08 18:00:56,Reservaciones,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8272120-Reviews-Restaurant_Bar_Tijuana-Mexico_City_Central_Mexico_and_Gulf_Coast.html,9,"Mariscos, Española",4.0,Restaurant Bar Tijuana
"Calle Pedregal 17D Lomas - Virreyes, Lomas de Chapultepec V Secc, Ciudad de México 11000 México",,www.tripadvisor.com.mx,2022-09-08 18:00:56,"Cena, Almuerzo","Asiento, Reservaciones, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15027099-Reviews-Ginza-Mexico_City_Central_Mexico_and_Gulf_Coast.html,12,"Asiática, Japonesa, Sushi",4.0,Ginza
"Calle Colima 378, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:00:57,"Almuerzo, Cena",Reservaciones,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7702887-Reviews-La_Locanda_Dei_Cavalieri_Neri-Mexico_City_Central_Mexico_and_Gulf_Coast.html,8,Italiana,5.0,La Locanda Dei Cavalieri Neri
"Calle Regina 72 Centro Historico, Ciudad de México 06000 México",,www.tripadvisor.com.mx,2022-09-08 18:00:57,"Cena, Desayuno, Brunch","Asiento, Servicio de mesa",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11932989-Reviews-Restaurante_El_Reloj-Mexico_City_Central_Mexico_and_Gulf_Coast.html,11,Mexicana,4.0,Restaurante El Reloj
"Piloto Aviador Carlos Leon, Ciudad de México 15520 México",,www.tripadvisor.com.mx,2022-09-08 18:00:57,Acceso para silla de ruedas,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3960855-Reviews-100_Natural_Aeropuerto_Terminal_1-Mexico_City_Central_Mexico_and_Gulf_Coast.html,14,"Mexicana, Saludable",4.0,100% Natural Aeropuerto Terminal 1
"Campeche 439 Local G, Ciudad de México 06170 México",,www.tripadvisor.com.mx,2022-09-08 18:00:58,"Desayuno, Brunch","Comida para llevar, Wi-Fi gratis",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11918270-Reviews-Chilaquileno-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,Mexicana,5.0,Chilaquileno
"Hera 38, Ciudad de México 01030 México",,www.tripadvisor.com.mx,2022-09-08 18:00:58,Reservaciones,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12852503-Reviews-La_Strada-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,Italiana,4.5,La Strada
"Calle Lazaro Pavia 300 Col. Jardin Balbuena del Venustiano Carranza, Ciudad de México 15900 México",,www.tripadvisor.com.mx,2022-09-08 18:00:58,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4588727-Reviews-El_Globo_Balbuena-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,Francesa,5.0,El Globo-Balbuena
"Campeche 284, PB, Ciudad de México 06100 México",,www.tripadvisor.com.mx,2022-09-08 18:00:59,"Libanesa, Del Medio Oriente, Bar",Cena,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1383495-Reviews-Hookah_Lounge-Mexico_City_Central_Mexico_and_Gulf_Coast.html,45,"$6,026 - $6,026",3.5,Hookah Lounge
"Comercio y Administración 40, Copilco Universidad A una cuadra de Av. Universidad y Copilco, Ciudad de México 04360 México",,www.tripadvisor.com.mx,2022-09-08 18:00:59,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d15612749-Reviews-La_Casa_de_las_Mariposas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,"Desayuno, Almuerzo, Cena",5.0,La Casa de las Mariposas
"Chimalcoyoltl 100, Tlalpan, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:00:59,Mexicana,Apto para vegetarianos,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d6481763-Reviews-Panetela-Mexico_City_Central_Mexico_and_Gulf_Coast.html,37,"$2,410 - $6,026",3.5,Panetela
"Peatonal Regina # 27-A, Ciudad de México 06000 México",,www.tripadvisor.com.mx,2022-09-08 18:01:00,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12910646-Reviews-Mexicano_Bar-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,Mexicana,4.5,Mexicano Bar
"Calle Rio Panuco 132 Upper Floor, Ciudad de México 06500 México",,www.tripadvisor.com.mx,2022-09-08 18:01:00,Mexicana,"Cena, Abierto hasta tarde, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d16723683-Reviews-Emilia_Restaurant-Mexico_City_Central_Mexico_and_Gulf_Coast.html,21,"$30,128 - $36,153",3.5,Emilia Restaurant
"Ernesto Pugibet 2, Colonia Centro Centro, Ciudad de México 06000 México",,www.tripadvisor.com.mx,2022-09-08 18:01:00,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d20076768-Reviews-Herminia_48-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,Mexicana,5.0,Herminia 48
"Avenida Presidente Masaryk 201, Ciudad de México 11560 México",,www.tripadvisor.com.mx,2022-09-08 18:01:00,"Mexicana, Mariscos, Fusión",Reservaciones,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d1099162-Reviews-Lobby-Mexico_City_Central_Mexico_and_Gulf_Coast.html,9,$301 - $402,4.5,Lobby
"Emilio Castelar 185, Ciudad de México 11540 México",,www.tripadvisor.com.mx,2022-09-08 18:01:01,"Desayuno, Almuerzo, Cena, Brunch, Bebidas",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23781282-Reviews-Ona_Polanco-Mexico_City_Central_Mexico_and_Gulf_Coast.html,10,Internacional,3.5,Ona Polanco
"San Cosme 42 Colonia San Rafael, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:01:01,"Asiento, Servicio de mesa",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d2256921-Reviews-Boca_del_rio-Mexico_City_Central_Mexico_and_Gulf_Coast.html,23,Mexicana,3.5,Boca del rio
"Sudermann 235 Polanco, Ciudad de México México",,www.tripadvisor.com.mx,2022-09-08 18:01:01,"Española, Mariscos","Almuerzo, Cena, Abierto hasta tarde",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d3333832-Reviews-La_Finca_Espanola-Mexico_City_Central_Mexico_and_Gulf_Coast.html,56,$301 - $683,4.0,La Finca Española
"Romero De Terrero 732, Ciudad de México 03103 México",,www.tripadvisor.com.mx,2022-09-08 18:01:02,"Desayuno, Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23555405-Reviews-La_Gourmesa-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,"Italiana, Mexicana, Estadounidense, Bar, Griega, Pub",5.0,La Gourmesa
"Boulevard Juan Alonso de Torres Pte. 2417, Ciudad de México 37160 México",,www.tripadvisor.com.mx,2022-09-08 18:01:02,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d5967398-Reviews-Hackl_Artisan_Bakers-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,,4.5,Hackl Artisan Bakers
"Av. Sonora 113 Next to Parque España, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:01:03,"Mexicana, Saludable, Café","Desayuno, Almuerzo, Cena, Brunch, Bebidas",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23106442-Reviews-Amamba-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,$85 - $250,4.5,Amamba
"Av. San Jerónimo 530 Jardines del Pedregal, Ciudad de México 01900 México",,www.tripadvisor.com.mx,2022-09-08 18:01:03,Mexicana,"Desayuno, Almuerzo, Cena, Brunch",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19271768-Reviews-Panmex_Panaderia-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,$8 - $150,4.5,Panmex Panadería
"Calle Isabel La Catolica Centro 89 Cuauhtemoc, Ciudad de México 06000 México",,www.tripadvisor.com.mx,2022-09-08 18:01:03,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7597134-Reviews-Tortas_Poblanas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,"Almuerzo, Cena",5.0,Tortas Poblanas
"Calle Orizaba 220 Colonia Roma, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:01:04,"Mexicana, Mediterránea, Fusión","Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13135130-Reviews-La_Tirana_Gourmeteria-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,$150 - $350,5.0,La Tirana Gourmetería
"Calle Vicente Suarez 110, Ciudad de México 06140 México",,www.tripadvisor.com.mx,2022-09-08 18:01:04,Apto para vegetarianos,"Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10544722-Reviews-Sushi_MX_Condesa-Mexico_City_Central_Mexico_and_Gulf_Coast.html,21,"Japonesa, Sushi",4.0,Sushi MX Condesa
"Calle Bosque de Duraznos 39 Dentro de Parque Duraznos, Ciudad de México 11700 México",,www.tripadvisor.com.mx,2022-09-08 18:01:04,"Desayuno, Almuerzo, Cena",Reservaciones,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d19974873-Reviews-Aromas_Delicias_Cotidianas-Mexico_City_Central_Mexico_and_Gulf_Coast.html,8,Mexicana,4.0,Aromas Delicias Cotidianas
"Calle Lago Cuitzeo Anahuac 205, Ciudad de México 11320 México",,www.tripadvisor.com.mx,2022-09-08 18:01:04,"Mexicana, Cervecería, Bar, Café, Pub","Bebidas, Desayuno, Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13127019-Reviews-Casa_Lara-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,$150 - $250,4.5,Casa Lara
"Avenida Vasco de Quiroga 3800 - 590 Colonia Antigua Mina La Totolapa Deleg. Cuajimalpa, Ciudad de México 05500 México",,www.tripadvisor.com.mx,2022-09-08 18:01:05,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d11488197-Reviews-El_Farolito-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,Mexicana,4.5,El Farolito
"Tamaulipas 216 col Hipodromo Condesa, Ciudad de México 06170 México",,www.tripadvisor.com.mx,2022-09-08 18:01:05,"Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d9772823-Reviews-La_Autentica_Mx-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,$10 - $15,5.0,La Autentica Mx
"Coahuila #105 Roma Norte Marketeatro, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 18:01:05,"Almuerzo, Cena",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23511123-Reviews-Las_Brasas_Mx01-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,Mexicana,5.0,Las Brasas Mx01
"Parras 15 Colonia Condesa, Ciudad de México 06140 México",,www.tripadvisor.com.mx,2022-09-08 18:01:06,Reservaciones,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8809893-Reviews-Uelik-Mexico_City_Central_Mexico_and_Gulf_Coast.html,8,Mexicana,4.5,Uelik
"Calz. de Guadalupe 679, col. Aragón La Villa, del. Gustavo A. Madero, C.P. 7000, México, Ciudad de México 07050 México",,www.tripadvisor.com.mx,2022-09-08 18:01:06,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d14201467-Reviews-Toks-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,Mexicana,5.0,Toks
"Durango 272 Local C Col. Roma Norte, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:01:06,"Almuerzo, Brunch, Bebidas","Servicio de mesa, Comida para llevar, Reservaciones, Asientos al aire libre, Estacionamiento en la calle, Acceso para silla de ruedas, Acepta Mastercard, Acepta Visa, Acepta tarjetas de crédito, Apto para perros, Estilo familiar",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13480428-Reviews-Jalil_Sabor_a_Hogar-Mexico_City_Central_Mexico_and_Gulf_Coast.html,10,"Libanesa, Mediterránea, Turca",4.0,Jalil Sabor a Hogar
"Erasmo Castellanos Quinto 366 Col Narvarte Ote, Ciudad de México 03020 México",,www.tripadvisor.com.mx,2022-09-08 18:01:07,"Comida de calle, Mexicana","Cena, Desayuno, Almuerzo",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d4102466-Reviews-Las_Quekas_de_Coyoacan-Mexico_City_Central_Mexico_and_Gulf_Coast.html,30,$17 - $100,3.5,Las Quekas de Coyoacan
"Avenida Adolfo Lopez Mateos 45, lomas de atizapan Piso 2, Ciudad de México 52977 México",,www.tripadvisor.com.mx,2022-09-08 18:01:07,"Brunch, Abierto hasta tarde, Bebidas, Cena","Asiento, Estacionamiento privado gratis, Televisión, Sirve alcohol, Wi-Fi gratis, Acepta tarjetas de crédito",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d13441449-Reviews-Brewcamp-Mexico_City_Central_Mexico_and_Gulf_Coast.html,4,"Estadounidense, Cervecería, Comida rápida, Pub",5.0,Brewcamp
"Avenida Alvaro Obregon 206, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:01:07,"Internacional, Contemporánea, Bar de vinos",Cena,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d12794969-Reviews-Kerouac-Mexico_City_Central_Mexico_and_Gulf_Coast.html,13,"$500 - $1,200",4.0,Kerouac
"Av Santa Ana LB San Francisco Culhuacan, Ciudad de México 04260 México",,www.tripadvisor.com.mx,2022-09-08 18:01:07,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10664709-Reviews-Pozoleria_Mi_Tierra-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,,4.5,Pozoleria Mi Tierra
"Calle Emanuel Kant 6 Bis Colonia Nueva Anzurez, Ciudad de México 11590 México",,www.tripadvisor.com.mx,2022-09-08 18:01:08,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d9583052-Reviews-Carnes_La_Laguna-Mexico_City_Central_Mexico_and_Gulf_Coast.html,15,"Servicio de mesa, Asiento",4.0,Carnes La Laguna
"Avenida Miguel Angel de Quevedo 673 Colonia Coyoacan, Ciudad de México 04320 México",,www.tripadvisor.com.mx,2022-09-08 18:01:08,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d9710738-Reviews-Food_Trucks_House-Mexico_City_Central_Mexico_and_Gulf_Coast.html,10,,4.0,Food Trucks House
"Avenida Cuitláhuac No. 2709 Col. Azcapotzalco, Ciudad de México 02840 México",,www.tripadvisor.com.mx,2022-09-08 18:01:09,"Asiento, Acceso para silla de ruedas, Servicio de mesa, Comida para llevar, Reservaciones, Sirve alcohol",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10328164-Reviews-Restaurante_El_Bajio-Mexico_City_Central_Mexico_and_Gulf_Coast.html,39,Mexicana,3.5,Restaurante El Bajío
"Calle Puebla Street # 231 Between Medellin and Monterrey Streets . Colonia Roma, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:01:09,"Desayuno, Almuerzo","Entrega a domicilio, Comida para llevar, Asientos al aire libre, Televisión, Sillitas altas disponibles, Acceso para silla de ruedas, Vino y cerveza, Pagos digitales, Wi-Fi gratis, Acepta tarjetas de crédito, Apto para perros, Estilo familiar",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d7974260-Reviews-Streats_Street_Food_Bistro-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,"$502 - $4,720",5.0,"Streats, Street Food Bistro"
"Calle Suderman 156 Esquina con Homero, Ciudad de México 11560 México",,www.tripadvisor.com.mx,2022-09-08 18:01:09,"Asiento, Sirve alcohol, Bar completo, Servicio de mesa, Reservaciones",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d14005976-Reviews-La_Docena_Oyster_Bar_Grill-Mexico_City_Central_Mexico_and_Gulf_Coast.html,98,"Mexicana, Cajún y criolla, Mariscos",3.5,La Docena Oyster Bar & Grill
"Calle Amberes 33, Ciudad de México 06600 México",,www.tripadvisor.com.mx,2022-09-08 18:01:09,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17440222-Reviews-Tierra_Garat-Mexico_City_Central_Mexico_and_Gulf_Coast.html,7,"Desayuno, Almuerzo, Cena",4.5,Tierra Garat
"Avenida Mexico Entre Iztaccihuatl y Chilpanciongo, Colonia Hipodromo Condesa, Ciudad de México 06100 México",,www.tripadvisor.com.mx,2022-09-08 18:01:10,,,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d8607385-Reviews-Tortas_Jardin_Mexico-Mexico_City_Central_Mexico_and_Gulf_Coast.html,5,,5.0,Tortas Jardin Mexico
"Centro comercial Manacar, Avenida de los Insurgentes Sur 1457, Colonia Insurgentes Mixcoac, Ciudad de México 03920 México",,www.tripadvisor.com.mx,2022-09-08 18:01:10,"Francesa, Mexicana, Café","Desayuno, Almuerzo, Cena",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d10524831-Reviews-Maison_Kayser-Mexico_City_Central_Mexico_and_Gulf_Coast.html,42,$25 - $150,3.5,Maison Kayser
"Calle Cordoba 113 Roma Norte, Ciudad de México 06700 México",,www.tripadvisor.com.mx,2022-09-08 18:01:10,"Almuerzo, Cena","Sillitas altas disponibles, Bar completo, Acepta American Express, Acepta Mastercard, Acepta Visa, Acepta tarjetas de crédito, Apto para perros, Estilo familiar",https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d23607492-Reviews-Cocina_113-Mexico_City_Central_Mexico_and_Gulf_Coast.html,3,"Italiana, Peruana, Mariscos, Fusión, Sudamericana",5.0,Cocina 113
"Regina 27b colonia Centro Enfrente al Mural de la Familia Burrón, Ciudad de México 06000 México",,www.tripadvisor.com.mx,2022-09-08 18:01:11,"Italiana, Fusión",,https://www.tripadvisor.com.mx/Restaurant_Review-g150800-d17572586-Reviews-Vecinos_Osteria-Mexico_City_Central_Mexico_and_Gulf_Coast.html,6,$160 - $280,4.5,Vecinos Osteria
